trans,items
1,bottledwater|
3,wholemilk|hardcheese|sugar|
1,onions|
5,liverloaf|pipfruit|rootvegetables|frozenvegetables|saltysnack|
5,meat|rootvegetables|othervegetables|fruit|vegetablejuice|whitewine|
5,rootvegetables|soda|red|blushwine|prosecco|waffles|
5,citrusfruit|tropicalfruit|rootvegetables|othervegetables|wholemilk|
2,soda|detergent
1,bottledbeer|
9,dessert|creamcheese|mayonnaise|domesticeggs|pastry|cannedfish|chocolate|cleaner|femalesanitaryproducts|
1,bottledbeer|
6,rollproducts|dogfood|soda|fruit|vegetablejuice|bottledbeer|napkins
5,sausage|wholemilk|condensedmilk|semi-finishedbread|catfood|
3,yogurt|margarine|newspapers|
13,chicken|rootvegetables|wholemilk|butter|yogurt|sparklingwine|chocolate|softener|femalesanitaryproducts|napkins|kitchentowels|housekeepingproducts|newspapers|
14,meat|pork|pipfruit|rootvegetables|othervegetables|wholemilk|hardcheese|whitebread|pasta|margarine|ketchup|cocoadrinks|chocolate|clingfilm|bags
9,citrusfruit|berries|butter|buttermilk|yogurt|slicedcheese|frozenvegetables|frozenchicken|soda|
5,buttermilk|creamcheese|rolls|buns|misc.beverages|newspapers|
6,nuts|prunes|othervegetables|wholemilk|icecream|soda|newspapers
3,rootvegetables|othervegetables|bottledbeer|
1,bottledbeer|
5,chicken|othervegetables|frozenvegetables|cannedbeer|shoppingbags|
2,butter|curd
5,tropicalfruit|processedcheese|domesticeggs|soda|bottledbeer|
9,rootvegetables|othervegetables|wholemilk|whipped|sourcream|hardcheese|frozenvegetables|catfood|dishes|newspapers|
8,tropicalfruit|othervegetables|rolls|buns|salt|margarine|soda|bottledbeer|saltysnack
10,sausage|hamburgermeat|citrusfruit|wholemilk|pasta|soda|chewinggum|detergent|hygienearticles|kitchentowels
1,bottledwater|
2,saltysnack|dentalcare
5,beef|othervegetables|chocolate|newspapers|shoppingbags|
3,wholemilk|instantcoffee|soda|
9,ham|othervegetables|wholemilk|domesticeggs|sweetspreads|misc.beverages|saltysnack|hygienearticles|shoppingbags|
3,mayonnaise|candy|newspapers|
10,frankfurter|ham|othervegetables|processedcheese|rolls|buns|whitebread|potatoproducts|coffee|bottledbeer|longlifebakeryproduct
6,hamburgermeat|butter|zwieback|Instantfoodproducts|soda|misc.beverages
3,whipped|sourcream|domesticeggs|candles|
1,candles|
2,beverages|misc.beverages
5,tropicalfruit|pipfruit|yogurt|frozenvegetables|artif.sweetener|
2,yogurt|bottledwater
7,wholemilk|dessert|whipped|sourcream|icecream|coffee|soda|bottledbeer|
14,sausage|tropicalfruit|othervegetables|butter|buttermilk|whipped|sourcream|cream|processedcheese|icecream|whitebread|spices|soda|fruit|vegetablejuice|saltysnack
1,bottledwater|
1,cannedbeer|
9,tropicalfruit|wholemilk|yogurt|whipped|sourcream|rolls|buns|cocoadrinks|bottledwater|bottledbeer|specialtychocolate|
1,bottledbeer|
10,pork|rootvegetables|herbs|othervegetables|wholemilk|processedcheese|domesticeggs|margarine|fruit|vegetablejuice|hygienearticles
2,saltysnack|candy
1,rolls|buns|
2,citrusfruit|othervegetables
8,sausage|tropicalfruit|othervegetables|wholemilk|domesticeggs|whitewine|detergent|softener
3,tropicalfruit|fruit|vegetablejuice|candy|
1,wholemilk|
1,cannedbeer|
3,wholemilk|whipped|sourcream|puddingpowder|
1,rolls|buns|
6,sausage|soda|fruit|vegetablejuice|saltysnack|chewinggum|shoppingbags
3,tropicalfruit|icecream|frozendessert|
1,bottledbeer|
3,domesticeggs|cannedbeer|shoppingbags|
2,soda|cannedbeer
10,wholemilk|dessert|pastry|Instantfoodproducts|cannedfish|soda|bottledbeer|red|blushwine|napkins|candles
2,tropicalfruit|packagedfruit|vegetables
15,ham|hamburgermeat|wholemilk|processedcheese|whitebread|potatoproducts|artif.sweetener|instantcoffee|bottledwater|soda|fruit|vegetablejuice|saltysnack|specialtybar|detergent|shoppingbags|
2,brandy|liquor(appetizer)
1,hardcheese|
2,bottledbeer|shoppingbags
3,othervegetables|UHT-milk|cream|
16,finishedproducts|citrusfruit|tropicalfruit|grapes|berries|rootvegetables|othervegetables|wholemilk|spreadcheese|brownbread|pastry|potatoproducts|fruit|vegetablejuice|chocolate|pottedplants|shoppingbags
1,misc.beverages|
1,cannedbeer|
4,yogurt|creamcheese|rolls|buns|chocolate
1,bottledwater|
3,tropicalfruit|buttermilk|bakingpowder|
5,frankfurter|curd|frozenpotatoproducts|soda|dishcleaner|
2,yogurt|pastry
3,bottledbeer|liquor(appetizer)|dishes|
3,tropicalfruit|yogurt|creamcheese|
3,UHT-milk|brownbread|newspapers|
5,citrusfruit|pipfruit|pickledvegetables|bottledwater|newspapers|
1,newspapers|
3,soda|cannedbeer|red|blushwine|
7,tropicalfruit|dessert|bottledwater|soda|bottledbeer|whitewine|napkins|
2,bottledwater|bottledbeer
2,cannedbeer|chewinggum
8,onions|othervegetables|wholemilk|yogurt|domesticeggs|pastry|dishes|shoppingbags
2,pastry|soda
9,tropicalfruit|yogurt|slicedcheese|brownbread|margarine|bottledwater|soda|candy|newspapers|
8,hamburgermeat|othervegetables|wholemilk|spreadcheese|soda|cannedbeer|chocolate|specialtybar
6,pipfruit|wholemilk|coffee|bottledwater|fruit|vegetablejuice|bottledbeer
1,soda|
9,pork|tropicalfruit|pipfruit|wholemilk|whipped|sourcream|detergent|softener|napkins|shoppingbags|
1,rolls|buns|
2,whipped|sourcream|rolls|buns
2,soda|longlifebakeryproduct
8,butter|slicedcheese|frozenmeals|pastry|soda|fruit|vegetablejuice|chocolate|specialtybar
1,cannedbeer|
5,tropicalfruit|wholemilk|buttermilk|UHT-milk|rolls|buns|
4,wholemilk|beverages|bottledwater|newspapers
3,yogurt|soda|waffles|
5,sausage|yogurt|pastry|cannedfish|shoppingbags|
9,frankfurter|othervegetables|wholemilk|butter|rolls|buns|margarine|Instantfoodproducts|cannedbeer|detergent|
12,meat|rootvegetables|othervegetables|yogurt|whipped|sourcream|hardcheese|frozenfruits|icecream|domesticeggs|sweetspreads|longlifebakeryproduct|shoppingbags
1,cannedbeer|
9,tropicalfruit|berries|rootvegetables|othervegetables|yogurt|creamcheese|rolls|buns|soda|shoppingbags|
4,yogurt|processedcheese|frozenvegetables|rolls|buns
1,newspapers|
4,condensedmilk|rolls|buns|sugar|coffee
1,pipfruit|
1,coffee|
7,sausage|rootvegetables|wholemilk|buttermilk|yogurt|rolls|buns|pastry|
2,wholemilk|photo|film
5,frankfurter|sausage|citrusfruit|pipfruit|margarine|
1,cannedbeer|
5,wholemilk|butter|yogurt|beverages|dishes|
2,rolls|buns|soda
2,pipfruit|rolls|buns
1,cannedbeer|
10,citrusfruit|tropicalfruit|pipfruit|grapes|rootvegetables|othervegetables|rolls|buns|pastry|jam|catfood
9,butter|yogurt|creamcheese|spreadcheese|rolls|buns|bottledwater|soda|fruit|vegetablejuice|newspapers|
2,tropicalfruit|brownbread
3,citrusfruit|dessert|photo|film|
4,citrusfruit|pipfruit|wholemilk|margarine
8,butter|slicedcheese|frozenmeals|rolls|buns|brownbread|cannedfruit|fruit|vegetablejuice|longlifebakeryproduct
2,seasonalproducts|photo|film
1,brownbread|
1,newspapers|
8,tropicalfruit|pipfruit|wholemilk|curd|yogurt|brownbread|pastry|cereals
3,rolls|buns|bottledwater|soda|
4,sausage|rolls|buns|mustard|soda
2,sausage|liquor(appetizer)
2,wholemilk|yogurt
4,pipfruit|beverages|pastry|hygienearticles
2,yogurt|bottledwater
3,yogurt|creamcheese|rolls|buns|
7,sausage|citrusfruit|butter|domesticeggs|rolls|buns|margarine|soda|
3,citrusfruit|yogurt|hygienearticles|
4,UHT-milk|condensedmilk|coffee|clingfilm|bags
2,sausage|longlifebakeryproduct
8,wholemilk|brownbread|pastry|pasta|margarine|sugar|soda|cannedbeer
6,citrusfruit|othervegetables|wholemilk|mayonnaise|rolls|buns|waffles
6,pork|citrusfruit|pipfruit|othervegetables|wholemilk|puddingpowder
3,pipfruit|creamcheese|cookware|
1,cannedbeer|
2,cannedbeer|newspapers
1,dogfood|
1,saltysnack|
4,rootvegetables|whipped|sourcream|oil|petcare
8,meat|othervegetables|wholemilk|rolls|buns|sugar|coffee|bottledwater|fruit|vegetablejuice
5,wholemilk|rolls|buns|brownbread|bottledwater|bottledbeer|
1,rolls|buns|
3,pork|rootvegetables|pasta|
2,othervegetables|cakebar
2,wholemilk|shoppingbags
2,bottledwater|soda
8,sausage|citrusfruit|othervegetables|whipped|sourcream|frozenvegetables|margarine|bottledbeer|hygienearticles
12,beef|wholemilk|curd|yogurt|hardcheese|domesticeggs|rolls|buns|whitebread|oil|misc.beverages|clingfilm|bags|housekeepingproducts
17,organicsausage|turkey|tropicalfruit|pipfruit|rootvegetables|othervegetables|wholemilk|dessert|buttermilk|yogurt|creamcheese|processedcheese|whitebread|sauces|bottledbeer|waffles|candy|
2,frozenmeals|cannedfruit
1,mustard|
1,yogurt|
12,meat|pipfruit|dessert|processedcheese|domesticeggs|rolls|buns|whitebread|brownbread|pastry|semi-finishedbread|candy|cookware
11,tropicalfruit|rootvegetables|othervegetables|wholemilk|yogurt|softcheese|domesticeggs|rolls|buns|margarine|mustard|bottledwater|
2,pipfruit|yogurt
2,rolls|buns|shoppingbags
1,rootvegetables|
8,tropicalfruit|berries|whipped|sourcream|rolls|buns|pickledvegetables|coffee|soda|longlifebakeryproduct
3,whipped|sourcream|pastry|bottledwater|
6,sausage|hamburgermeat|citrusfruit|wholemilk|yogurt|whitebread
6,frankfurter|sausage|rolls|buns|soda|liquor|shoppingbags
6,meat|rootvegetables|othervegetables|whipped|sourcream|frozenmeals|icecream
2,wholemilk|cannedbeer
8,chicken|pork|tropicalfruit|whipped|sourcream|oil|coffee|soda|shoppingbags
2,longlifebakeryproduct|housekeepingproducts
6,creamcheese|oil|cannedbeer|waffles|hygienearticles|candles
4,wholemilk|brownbread|bottledbeer|newspapers
6,citrusfruit|onions|beverages|margarine|bottledbeer|napkins
3,tropicalfruit|brownbread|pastry|
9,sausage|hardcheese|rolls|buns|specialtyfat|mustard|longlifebakeryproduct|seasonalproducts|napkins|dishes|
2,wholemilk|coffee
1,soups|
5,citrusfruit|pipfruit|rootvegetables|wholemilk|oil|
7,beef|rootvegetables|othervegetables|frozenvegetables|icecream|rolls|buns|sugar|
1,cannedbeer|
1,tropicalfruit|
4,beverages|sauces|sweetspreads|pottedplants
1,cannedbeer|
5,meat|pork|tropicalfruit|rootvegetables|othervegetables|
2,creamcheese|rolls|buns
5,meat|othervegetables|wholemilk|rolls|buns|shoppingbags|
6,sausage|tropicalfruit|pipfruit|curd|beverages|bottledbeer
10,frankfurter|sausage|tropicalfruit|rootvegetables|wholemilk|slicedcheese|frozenvegetables|mustard|pickledvegetables|saltysnack
4,sausage|UHT-milk|bottledbeer|kitchentowels
4,wholemilk|butter|sugar|bottledbeer
5,wholemilk|softcheese|slicedcheese|domesticeggs|rolls|buns|
2,frozenvegetables|frozenmeals
4,rootvegetables|othervegetables|yogurt|flower(seeds)
6,pipfruit|othervegetables|wholemilk|yogurt|pasta|oil
1,bottledwater|
1,soda|
7,liverloaf|chicken|othervegetables|frozenvegetables|margarine|detergent|softener|
8,citrusfruit|pipfruit|wholemilk|creamcheese|sweetspreads|longlifebakeryproduct|cakebar|napkins
1,dishcleaner|
3,citrusfruit|curd|UHT-milk|
3,ham|wholemilk|rolls|buns|
4,hamburgermeat|margarine|soda|bathroomcleaner
6,pork|othervegetables|wholemilk|frozenpotatoproducts|flour|oil
3,nuts|prunes|othervegetables|rum|
1,cannedbeer|
2,sausage|rolls|buns
2,rolls|buns|cannedbeer
3,sausage|soda|specialtychocolate|
2,rolls|buns|Instantfoodproducts
2,frozenvegetables|bottledwater
8,pipfruit|wholemilk|whitebread|brownbread|margarine|sweetspreads|fruit|vegetablejuice|newspapers
2,wholemilk|fruit|vegetablejuice
8,frankfurter|othervegetables|whipped|sourcream|specialtycheese|domesticeggs|rolls|buns|hygienearticles|napkins
2,othervegetables|softcheese
3,whitebread|bottledbeer|newspapers|
1,citrusfruit|
3,wholemilk|rolls|buns|chewinggum|
10,frankfurter|sausage|berries|butter|yogurt|whipped|sourcream|creamcheese|domesticeggs|margarine|shoppingbags
2,beverages|chocolate
1,red|blushwine|
1,soda|
4,sausage|yogurt|pastry|catfood
2,finishedproducts|candy
5,pastry|oil|bottledbeer|chocolate|specialtychocolate|
2,specialtychocolate|photo|film
7,tropicalfruit|pipfruit|rootvegetables|liquor|detergent|dishes|newspapers|
2,bottledbeer|whitewine
2,skincare|napkins
2,condensedmilk|rolls|buns
2,rootvegetables|cannedbeer
5,pipfruit|wholemilk|readysoups|cannedfish|soda|
5,rootvegetables|othervegetables|wholemilk|soups|bottledbeer|
8,sausage|wholemilk|frozenvegetables|frozenmeals|domesticeggs|rolls|buns|fruit|vegetablejuice|cakebar
1,bottledbeer|
4,brownbread|cannedbeer|detergent|softener
2,hardcheese|Instantfoodproducts
1,soda|
5,soda|bottledbeer|liquor|red|blushwine|napkins|
3,wholemilk|butter|catfood|
2,frankfurter|rolls|buns
6,tropicalfruit|pipfruit|sugar|napkins|clingfilm|bags|shoppingbags
7,liverloaf|rootvegetables|onions|UHT-milk|creamcheese|soda|flower(seeds)|
2,yogurt|fruit|vegetablejuice
2,soda|longlifebakeryproduct
6,rootvegetables|othervegetables|yogurt|bakingpowder|brandy|shoppingbags
14,hamburgermeat|tropicalfruit|othervegetables|wholemilk|butter|yogurt|whipped|sourcream|hardcheese|whitebread|Instantfoodproducts|tea|soda|bottledbeer|specialtybar
3,pipfruit|buttermilk|soda|
1,bottledbeer|
3,pipfruit|soda|chewinggum|
6,tropicalfruit|butter|rolls|buns|cannedfish|dogfood|shoppingbags
2,dessert|waffles
4,wholemilk|rolls|buns|pastry|newspapers
6,liverloaf|rootvegetables|othervegetables|wholemilk|frozenvegetables|margarine
4,frankfurter|wholemilk|rolls|buns|salt
1,dessert|
8,rootvegetables|othervegetables|wholemilk|frozenfish|honey|Instantfoodproducts|cannedfish|dishes
6,creamcheese|instantcoffee|saltysnack|waffles|kitchentowels|shoppingbags
1,cannedbeer|
2,wholemilk|pastry
2,rolls|buns|dishes
1,cannedbeer|
3,sausage|yogurt|rolls|buns|
1,cannedbeer|
1,liquor|
1,yogurt|
3,soups|cannedvegetables|chocolate|
6,wholemilk|yogurt|creamcheese|rolls|buns|rollproducts|chocolate
5,sausage|pickledvegetables|soda|skincare|shoppingbags|
3,rolls|buns|pastry|sugar|
10,pork|pipfruit|packagedfruit|vegetables|dessert|frozenvegetables|pasta|margarine|chocolatemarshmallow|detergent|softener
3,curd|soda|cakebar|
2,rolls|buns|coffee
4,frankfurter|wholemilk|butter|dessert
1,bottledwater|
1,soda|
3,meat|frozenmeals|fruit|vegetablejuice|
4,turkey|tropicalfruit|yogurt|rolls|buns
1,coffee|
2,rolls|buns|red|blushwine
2,citrusfruit|specialtyfat
1,cannedbeer|
1,pastry|
1,frozenmeals|
3,whipped|sourcream|frozenvegetables|frozenmeals|
2,rolls|buns|brownbread
4,soda|bottledbeer|liquor|red|blushwine
3,spreadcheese|whitebread|newspapers|
8,wholemilk|curd|dessert|misc.beverages|chocolatemarshmallow|clingfilm|bags|housekeepingproducts|newspapers
2,rootvegetables|softcheese
3,frankfurter|butter|brownbread|
2,bottledbeer|liquor
1,soda|
10,othervegetables|wholemilk|dessert|slicedcheese|hardcheese|oil|coffee|soda|fruit|vegetablejuice|seasonalproducts
2,curd|yogurt
2,pipfruit|soda
2,instantcoffee|photo|film
1,frankfurter|
6,beef|yogurt|creamcheese|frozenmeals|catfood|newspapers
3,curd|UHT-milk|bottledwater|
12,hamburgermeat|wholemilk|curd|dessert|rolls|buns|oil|spices|sauces|soda|cakebar|napkins|shoppingbags
5,citrusfruit|rootvegetables|onions|wholemilk|brownbread|
3,rolls|buns|soda|chewinggum|
1,bottledbeer|
2,pork|tropicalfruit
5,creamcheese|icecream|pastry|specialtychocolate|rubbingalcohol|
4,tropicalfruit|pipfruit|wholemilk|pastry
1,beverages|
4,pork|rootvegetables|brownbread|pastry
4,sausage|pork|wholemilk|pastry
3,yogurt|cannedbeer|dishes|
7,meat|finishedproducts|othervegetables|rolls|buns|brownbread|soda|whitewine|
3,tropicalfruit|brownbread|specialtybar|
9,hamburgermeat|othervegetables|wholemilk|cream|oil|sugar|bakingpowder|cannedbeer|babycosmetics|
7,rootvegetables|othervegetables|yogurt|rolls|buns|bottledwater|chocolate|napkins|
8,chicken|wholemilk|whipped|sourcream|rolls|buns|whitebread|fruit|vegetablejuice|popcorn|photo|film
2,dessert|brownbread
1,coffee|
6,pipfruit|condensedmilk|sugar|coffee|bottledwater|longlifebakeryproduct
5,sausage|othervegetables|salt|malecosmetics|newspapers|
5,sausage|othervegetables|wholemilk|yogurt|soda|
14,wholemilk|buttermilk|yogurt|rolls|buns|whitebread|mustard|pickledvegetables|sweetspreads|cannedfish|soda|misc.beverages|longlifebakeryproduct|specialtychocolate|shoppingbags
2,citrusfruit|misc.beverages
1,bottledwater|
1,pastry|
4,sausage|rolls|buns|newspapers|shoppingbags
3,sausage|softcheese|bottledbeer|
3,wholemilk|rolls|buns|syrup|
6,liverloaf|wholemilk|yogurt|condensedmilk|specialtycheese|whitebread
1,bottledwater|
1,beef|
2,petcare|bottledbeer
5,meat|citrusfruit|pipfruit|rootvegetables|bottledwater|
1,cookware|
1,bottledbeer|
4,wholemilk|processedcheese|spreadcheese|rolls|buns
3,frozenmeals|whitebread|fruit|vegetablejuice|
4,dessert|yogurt|catfood|napkins
4,grapes|othervegetables|soda|cannedbeer
4,rolls|buns|sugar|coffee|soda
6,sausage|meat|pipfruit|othervegetables|saltysnack|napkins
3,sausage|beverages|rolls|buns|
2,butter|napkins
3,chicken|fruit|vegetablejuice|longlifebakeryproduct|
4,wholemilk|bottledwater|rum|waffles
1,rolls|buns|
3,rolls|buns|soda|snackproducts|
9,citrusfruit|berries|yogurt|bottledwater|soda|fruit|vegetablejuice|chocolate|specialtybar|shoppingbags|
3,rolls|buns|pastry|coffee|
2,pasta|sauces
7,sausage|pork|slicedcheese|frozenpotatoproducts|whitebread|soda|waffles|
5,tropicalfruit|pipfruit|grapes|packagedfruit|vegetables|coffee|
3,waffles|chocolate|specialtychocolate|
8,citrusfruit|tropicalfruit|bakingpowder|fruit|vegetablejuice|waffles|specialtybar|candles|flower(seeds)
3,pasta|specialtychocolate|dishes|
3,semi-finishedbread|bottledbeer|liquor|
6,beef|spreadcheese|domesticeggs|catfood|whitewine|shoppingbags
1,wholemilk|
1,candy|
1,bottledwater|
5,wholemilk|whitebread|petcare|bottledwater|softener|
1,bottledbeer|
2,yogurt|frozendessert
4,wholemilk|coffee|cookingchocolate|newspapers
8,sausage|ham|softcheese|hardcheese|coffee|soda|longlifebakeryproduct|chocolate
8,othervegetables|UHT-milk|semi-finishedbread|margarine|cannedvegetables|bottledwater|cakebar|shoppingbags
3,tropicalfruit|yogurt|beverages|
3,coffee|sparklingwine|dishcleaner|
5,rootvegetables|brownbread|mustard|catfood|cannedbeer|
12,frankfurter|pork|othervegetables|wholemilk|butter|brownbread|semi-finishedbread|petcare|cannedbeer|waffles|hygienearticles|newspapers
5,ham|dessert|yogurt|processedcheese|soda|
5,pipfruit|wholemilk|beverages|domesticeggs|whitebread|
3,yogurt|sugar|shoppingbags|
3,meat|wholemilk|rolls|buns|
2,soda|bathroomcleaner
6,pork|onions|domesticeggs|pastry|soda|shoppingbags
2,wholemilk|frozenvegetables
1,bottledbeer|
1,bottledwater|
2,specialtybar|housekeepingproducts
3,berries|yogurt|whipped|sourcream|
2,dessert|soda
4,ham|onions|herbs|sparklingwine
7,pork|tropicalfruit|hardcheese|margarine|soda|bottledbeer|napkins|
2,catfood|whitewine
5,wholemilk|brownbread|margarine|soda|bottledbeer|
3,margarine|fruit|vegetablejuice|red|blushwine|
1,wholemilk|
4,wholemilk|dessert|coffee|bottledwater
3,othervegetables|rolls|buns|hairspray|
1,domesticeggs|
1,cannedbeer|
3,sausage|whitewine|napkins|
7,buttermilk|icecream|coffee|bottledwater|fruit|vegetablejuice|hygienearticles|shoppingbags|
4,ham|rootvegetables|whipped|sourcream|ketchup
1,wholemilk|
5,othervegetables|buttermilk|frozenmeals|icecream|pastry|
5,sausage|frozenvegetables|rolls|buns|soda|red|blushwine|
1,bottledbeer|
2,misc.beverages|napkins
1,brownbread|
3,whipped|sourcream|margarine|longlifebakeryproduct|
3,tropicalfruit|whipped|sourcream|jam|
2,citrusfruit|pipfruit
3,pipfruit|soda|sparklingwine|
2,waffles|specialtybar
8,tropicalfruit|othervegetables|wholemilk|brownbread|margarine|sauces|sweetspreads|waffles
9,frankfurter|citrusfruit|pipfruit|buttermilk|beverages|frozenmeals|brownbread|pickledvegetables|shoppingbags|
8,sausage|rolls|buns|sugar|bottledwater|soda|fruit|vegetablejuice|whitewine|malecosmetics
6,frankfurter|sausage|curd|processedcheese|soda|cannedbeer
3,curd|coffee|bottledbeer|
8,meat|citrusfruit|yogurt|brownbread|catfood|bottledwater|chocolate|napkins
8,othervegetables|wholemilk|frozenpotatoproducts|whitebread|pastry|soda|fruit|vegetablejuice|specialtybar
1,wholemilk|
1,domesticeggs|
2,pipfruit|whipped|sourcream
6,othervegetables|wholemilk|mustard|prosecco|specialtychocolate|femalesanitaryproducts
10,sausage|othervegetables|dessert|yogurt|condensedmilk|hardcheese|spreadcheese|bottledwater|fruit|vegetablejuice|shoppingbags
1,saltysnack|
2,margarine|candy
3,wholemilk|rolls|buns|salt|
7,frankfurter|sausage|othervegetables|whitebread|pickledvegetables|waffles|shoppingbags|
1,wholemilk|
3,wholemilk|softcheese|slicedcheese|
5,brownbread|soda|cannedbeer|napkins|shoppingbags|
9,oil|soda|misc.beverages|cannedbeer|brandy|saltysnack|candy|hygienearticles|shoppingbags|
1,liquor(appetizer)|
2,rolls|buns|meatspreads
1,bottledwater|
10,citrusfruit|pipfruit|rootvegetables|wholemilk|coffee|popcorn|chewinggum|detergent|newspapers|shoppingbags
5,citrusfruit|rootvegetables|margarine|catfood|shoppingbags|
8,wholemilk|dessert|buttermilk|yogurt|pastry|margarine|bottledwater|soda
9,frankfurter|beef|fish|rootvegetables|wholemilk|butter|yogurt|rolls|buns|rollproducts|
1,soda|
2,meat|othervegetables
6,sausage|beverages|slicedcheese|rolls|buns|soda|shoppingbags
7,sausage|meat|dessert|rolls|buns|instantcoffee|soda|cannedbeer|
1,chocolate|
1,cannedbeer|
2,bottledbeer|newspapers
7,liverloaf|rootvegetables|othervegetables|processedcheese|pastry|sugar|detergent|
2,pastry|longlifebakeryproduct
8,beef|hamburgermeat|othervegetables|rolls|buns|sugar|whitewine|hygienearticles|newspapers
2,cannedbeer|newspapers
1,newspapers|
2,sausage|rolls|buns
6,citrusfruit|pipfruit|rootvegetables|UHT-milk|coffee|candles
1,cannedbeer|
15,frankfurter|meat|rootvegetables|onions|othervegetables|wholemilk|yogurt|UHT-milk|rolls|buns|oil|mustard|cannedfish|coffee|newspapers|shoppingbags|
2,rolls|buns|brownbread
1,cannedbeer|
4,frankfurter|wholemilk|rolls|buns|newspapers
7,frankfurter|sausage|meat|tropicalfruit|brownbread|bottledwater|nutsnack|
2,soda|bottledbeer
6,meat|chicken|rootvegetables|onions|wholemilk|soda
1,whitewine|
2,sausage|othervegetables
6,brownbread|pasta|oil|margarine|soda|newspapers
3,frozenfruits|soda|specialtybar|
4,hardcheese|pasta|soda|waffles
2,dessert|yogurt
1,coffee|
3,othervegetables|condensedmilk|soda|
11,frankfurter|sausage|wholemilk|buttermilk|yogurt|slicedcheese|hardcheese|rolls|buns|pastry|pickledvegetables|newspapers|
4,pork|wholemilk|pasta|fruit|vegetablejuice
2,yogurt|rolls|buns
8,beef|citrusfruit|rootvegetables|yogurt|whipped|sourcream|brownbread|napkins|newspapers
2,ham|slicedcheese
9,frankfurter|tropicalfruit|othervegetables|rolls|buns|bottledwater|soda|fruit|vegetablejuice|saltysnack|waffles|
3,hamburgermeat|othervegetables|pickledvegetables|
1,whitewine|
2,packagedfruit|vegetables|pastry
1,specialtybar|
3,catfood|misc.beverages|femalesanitaryproducts|
13,finishedproducts|turkey|grapes|onions|othervegetables|wholemilk|buttermilk|yogurt|whipped|sourcream|hardcheese|frozenvegetables|fruit|vegetablejuice|napkins|
7,pork|beef|pipfruit|rootvegetables|wholemilk|rice|newspapers|
7,pork|tropicalfruit|yogurt|frozenvegetables|rolls|buns|margarine|spices|
3,rootvegetables|herbs|othervegetables|
3,tropicalfruit|rolls|buns|misc.beverages|
6,pork|wholemilk|rolls|buns|detergent|hygienearticles|napkins
1,bottledbeer|
2,wholemilk|whitebread
1,buttermilk|
8,sausage|meat|rolls|buns|brownbread|meatspreads|soda|cannedbeer|shoppingbags
3,wholemilk|butter|sugar|
4,wholemilk|bottledwater|soda|chewinggum
1,misc.beverages|
1,waffles|
7,hamburgermeat|whipped|sourcream|creamcheese|rolls|buns|pasta|cannedfish|popcorn|
1,whitewine|
1,cannedbeer|
9,frankfurter|chicken|hamburgermeat|othervegetables|dessert|UHT-milk|oil|cannedvegetables|cakebar|
3,rootvegetables|dogfood|bottledwater|
2,icecream|sparklingwine
6,processedcheese|soda|bottledbeer|liquor|red|blushwine|napkins
2,tropicalfruit|seasonalproducts
7,ham|citrusfruit|tropicalfruit|pipfruit|processedcheese|whitebread|shoppingbags|
6,sausage|hamburgermeat|pipfruit|rootvegetables|wholemilk|chocolate
1,othervegetables|
1,coffee|
7,pipfruit|othervegetables|buttermilk|hardcheese|rolls|buns|seasonalproducts|napkins|
4,wholemilk|butter|soda|chocolate
2,soda|waffles
1,wholemilk|
2,beverages|photo|film
2,hygienearticles|photo|film
10,pork|othervegetables|wholemilk|rolls|buns|semi-finishedbread|artif.sweetener|fruit|vegetablejuice|cakebar|specialtybar|skincare
1,saltysnack|
3,pipfruit|cannedbeer|shoppingbags|
7,dessert|spreadcheese|rolls|buns|brownbread|soda|cannedbeer|newspapers|
1,whitewine|
2,instantcoffee|cannedbeer
3,pastry|bottledwater|specialtychocolate|
1,cannedbeer|
3,sausage|meat|bottledwater|
2,rolls|buns|pickledvegetables
2,dogfood|cannedbeer
6,chicken|rootvegetables|wholemilk|rolls|buns|pasta|newspapers
1,soda|
2,instantcoffee|longlifebakeryproduct
4,wholemilk|sugar|bottledwater|bottledbeer
16,citrusfruit|tropicalfruit|rootvegetables|othervegetables|wholemilk|butter|yogurt|softcheese|creamcheese|domesticeggs|whitebread|margarine|coffee|waffles|specialtybar|chocolatemarshmallow
3,liverloaf|tropicalfruit|othervegetables|
2,sausage|wholemilk
6,finishedproducts|beef|pipfruit|rootvegetables|bottledwater|shoppingbags
1,cannedbeer|
10,ham|processedcheese|rolls|buns|whitebread|fruit|vegetablejuice|cannedbeer|longlifebakeryproduct|waffles|chocolate|specialtybar
1,soda|
5,pastry|semi-finishedbread|coffee|bottledwater|misc.beverages|
7,tropicalfruit|pipfruit|grapes|semi-finishedbread|bottledwater|soda|chewinggum|
5,citrusfruit|tropicalfruit|yogurt|UHT-milk|pastry|
1,pipfruit|
1,yogurt|
4,rootvegetables|wholemilk|hardcheese|specialtycheese
2,waffles|specialtychocolate
7,sausage|wholemilk|yogurt|whipped|sourcream|pastry|fruit|vegetablejuice|candy|
1,soda|
2,soda|specialtybar
1,wholemilk|
8,sausage|tropicalfruit|rootvegetables|onions|othervegetables|wholemilk|whitebread|chewinggum
3,sausage|meat|yogurt|
3,wholemilk|margarine|soda|
5,pork|citrusfruit|othervegetables|dessert|yogurt|
4,wholemilk|domesticeggs|rolls|buns|fruit|vegetablejuice
2,wholemilk|brownbread
5,rolls|buns|pastry|mustard|soda|cakebar|
2,wholemilk|bottledbeer
1,whisky|
1,newspapers|
